metier;sexe;annee_naissance;random_id_client;enfant_conduite_accompagne;nombre_enfants;tranches_salaires;Tranche_valeur_residence_principale;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande.1;etat_dossier;formule;Tranche_tarif_devis
staffeur-ornemaniste;F;2001;14179868014;FAUX;VRAI;+ 80K;200 - 300K;Private;z_SUV;0;15.0;Highly Urban/ Urban;21/03/2022;complet;dev_integral;300 - 400€
dépanneur en électroménager;M;1994;36039221812;FAUX;FAUX;+ 80K;300 - 400K;Private;Sports Car;0;11.0;Highly Urban/ Urban;29/04/2022;complet;dev_integral;200 - 300€
agent de développement touristique;M;1964;22082785618;FAUX;FAUX;0 - 20K;0 - 100K;Private;z_SUV;0;9.0;z_Highly Rural/ Rural;07/03/2022;complet;dev_express;200 - 300€
architecte d'intérieur;M;1950;58342428893;FAUX;VRAI;0 - 20K;0 - 0K;Private;z_SUV;0;5.0;Highly Urban/ Urban;29/05/2022;complet;dev_express;200 - 300€
auxiliaire spécialisé vétérinaire;M;1970;48652768269;FAUX;VRAI;Inconnu;100 - 200K;Private;Minivan;2;1.0;Highly Urban/ Urban;10/03/2022;complet;dev_express;200 - 300€
conseiller en assurances;M;1963;12085486722;FAUX;VRAI;0 - 20K;Inconnu;Private;Minivan;2;11.0;Highly Urban/ Urban;08/02/2022;complet;dev_express;200 - 300€
électricien installateur installatrice;F;2006;47635583607;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Van;8;11.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;300 - 400€
assistant commercial commerciale;M;1938;56277371958;FAUX;FAUX;Inconnu;200 - 300K;Private;Van;0;9.0;Highly Urban/ Urban;26/05/2022;complet;dev_integral;200 - 300€
anatomiste;M;2021;45061004796;VRAI;VRAI;60 - 80K;200 - 300K;Commercial;z_SUV;4;6.0;Highly Urban/ Urban;18/04/2022;complet;dev_express;200 - 300€
agent d'escale;F;2020;32131459531;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Pickup;0;17.0;Highly Urban/ Urban;19/02/2022;complet;dev_express;200 - 300€
professeur des écoles des écoles;F;1994;15680887486;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Sports Car;3;9.0;Highly Urban/ Urban;12/04/2022;complet;dev_integral;300 - 400€
chef de projet éolien;M;1959;31467147556;FAUX;VRAI;20 - 40K;100 - 200K;Commercial;Pickup;0;3.0;z_Highly Rural/ Rural;17/04/2022;complet;dev_integral;300 - 400€
agent d'escale;M;2021;27093760992;VRAI;VRAI;40 - 60K;200 - 300K;Private;Sports Car;0;12.0;Highly Urban/ Urban;04/04/2022;incomplet;dev_express;200 - 300€
maraîcher;M;1956;44931449410;FAUX;VRAI;Inconnu;100 - 200K;Private;Minivan;4;7.0;Highly Urban/ Urban;23/03/2022;complet;dev_integral;300 - 400€
assistant de service social;M;1985;7335720278;FAUX;FAUX;60 - 80K;0 - 0K;Private;z_SUV;4;14.0;Highly Urban/ Urban;05/02/2022;complet;dev_integral;200 - 300€
syndic de copropriété;F;1963;21687334401;FAUX;VRAI;40 - 60K;100 - 200K;Private;Minivan;0;;Highly Urban/ Urban;26/03/2022;complet;dev_premium;300 - 400€
spécialiste des affaires réglementaires en chimie;F;1983;31038236082;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Van;3;10.0;Highly Urban/ Urban;18/04/2022;complet;dev_integral;300 - 400€
géomètre-topographe;M;2008;17852959506;FAUX;FAUX;Inconnu;100 - 200K;Private;Minivan;1;1.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;200 - 300€
chargé hygiène sécurité environnement (HSE);M;2008;51278054984;FAUX;FAUX;40 - 60K;0 - 0K;Commercial;Sports Car;0;1.0;Highly Urban/ Urban;30/01/2022;complet;dev_integral;200 - 300€
conducteur de machines à imprimer;F;2014;3294518110;FAUX;VRAI;0 - 20K;100 - 200K;Private;z_SUV;6;1.0;z_Highly Rural/ Rural;02/02/2022;complet;dev_express;200 - 300€
directeur de création;M;1967;55899481147;VRAI;VRAI;+ 80K;200 - 300K;Commercial;Minivan;0;6.0;Highly Urban/ Urban;08/04/2022;complet;dev_integral;300 - 400€
directeur d'office de tourisme;F;1959;11537543161;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Panel Truck;4;1.0;Highly Urban/ Urban;01/04/2022;complet;dev_express;200 - 300€
ascensoriste;M;2003;7043261054;FAUX;FAUX;40 - 60K;100 - 200K;Private;z_SUV;0;1.0;Highly Urban/ Urban;07/01/2022;complet;dev_premium;300 - 400€
machiniste-constructeur ou plateau;F;1962;9219192028;FAUX;VRAI;+ 80K;0 - 0K;Private;z_SUV;3;14.0;Highly Urban/ Urban;06/05/2022;complet;dev_integral;200 - 300€
secrétaire d'édition;M;2006;39650917550;FAUX;FAUX;+ 80K;200 - 300K;Private;Van;2;9.0;Highly Urban/ Urban;26/05/2022;complet;dev_premium;+ 500€
conseiller en assurances;M;1959;24182145920;FAUX;VRAI;0 - 20K;0 - 100K;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;09/03/2022;complet;dev_integral;300 - 400€
ethnologue;M;1966;21110218526;VRAI;VRAI;60 - 80K;200 - 300K;Private;Van;3;10.0;Highly Urban/ Urban;04/02/2022;complet;dev_integral;300 - 400€
ingénieur biomédical biomédicale;F;1962;50092059050;VRAI;VRAI;60 - 80K;200 - 300K;Commercial;z_SUV;5;10.0;Highly Urban/ Urban;17/01/2022;incomplet;dev_express;200 - 300€
économiste de la construction;M;1956;4083183264;FAUX;VRAI;+ 80K;200 - 300K;Commercial;Minivan;3;9.0;z_Highly Rural/ Rural;30/03/2022;complet;dev_express;200 - 300€
responsable d'élevage agricole;F;1967;52384661344;FAUX;FAUX;40 - 60K;100 - 200K;Private;Minivan;2;1.0;z_Highly Rural/ Rural;04/04/2022;incomplet;dev_integral;200 - 300€
salesman;M;1969;17451965534;FAUX;FAUX;20 - 40K;200 - 300K;Private;Minivan;0;1.0;z_Highly Rural/ Rural;05/01/2022;complet;dev_integral;300 - 400€
sapeur-pompier;M;1959;465208687;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Minivan;0;8.0;Highly Urban/ Urban;13/03/2022;complet;dev_express;200 - 300€
ingénieur d'application;M;1957;34031532819;FAUX;VRAI;0 - 20K;0 - 0K;Commercial;z_SUV;0;12.0;z_Highly Rural/ Rural;13/04/2022;complet;dev_integral;300 - 400€
gardien de la paix;M;1956;45127297550;FAUX;VRAI;+ 80K;300 - 400K;Private;Minivan;1;14.0;Highly Urban/ Urban;03/05/2022;complet;dev_express;200 - 300€
brodeur;F;1950;27098381400;FAUX;FAUX;60 - 80K;200 - 300K;Private;z_SUV;5;5.0;Highly Urban/ Urban;10/03/2022;complet;dev_express;200 - 300€
conducteur de travaux  agricoles;M;1994;31077249478;FAUX;FAUX;+ 80K;300 - 400K;Commercial;z_SUV;0;8.0;Highly Urban/ Urban;19/03/2022;complet;dev_integral;300 - 400€
ingénieur forage;M;2020;54812852010;VRAI;VRAI;20 - 40K;100 - 200K;Commercial;Pickup;3;9.0;Highly Urban/ Urban;12/05/2022;complet;dev_integral;300 - 400€
comédien;M;1950;56622917140;FAUX;FAUX;20 - 40K;200 - 300K;Private;z_SUV;4;3.0;Highly Urban/ Urban;19/04/2022;complet;dev_express;200 - 300€
ingénieur production en aéronautique;F;1995;21953188755;FAUX;FAUX;40 - 60K;200 - 300K;Private;Minivan;0;20.0;Highly Urban/ Urban;09/03/2022;complet;dev_express;200 - 300€
ingénieur procédés en chimie;M;1967;38416702096;FAUX;FAUX;+ 80K;Inconnu;Commercial;Panel Truck;1;9.0;Highly Urban/ Urban;30/03/2022;complet;dev_integral;200 - 300€
costumier;M;1973;55793509182;FAUX;FAUX;40 - 60K;100 - 200K;Private;z_SUV;0;1.0;Highly Urban/ Urban;20/02/2022;incomplet;dev_integral;200 - 300€
brodeur;M;1985;41265018841;FAUX;FAUX;20 - 40K;100 - 200K;Private;Pickup;2;6.0;Highly Urban/ Urban;17/01/2022;complet;dev_integral;300 - 400€
archéologue;F;1971;18935922088;FAUX;VRAI;20 - 40K;0 - 0K;Commercial;Pickup;7;1.0;Highly Urban/ Urban;14/04/2022;complet;dev_express;200 - 300€
commerçant en alimentation;M;1964;49148742388;FAUX;FAUX;0 - 20K;100 - 200K;Private;Sports Car;1;8.0;Highly Urban/ Urban;07/04/2022;complet;dev_premium;300 - 400€
officier de gendarmerie;F;1995;37326622639;FAUX;FAUX;60 - 80K;200 - 300K;Private;Sports Car;1;10.0;Highly Urban/ Urban;26/01/2022;complet;dev_integral;300 - 400€
développeur informatique;M;2007;35126350389;FAUX;VRAI;+ 80K;200 - 300K;Private;Minivan;2;16.0;Highly Urban/ Urban;26/01/2022;complet;dev_integral;200 - 300€
attaché d'administration;F;1982;53045583651;FAUX;FAUX;+ 80K;200 - 300K;Private;z_SUV;2;11.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;300 - 400€
préparateur en pharmacie;F;1969;29764737307;FAUX;FAUX;+ 80K;200 - 300K;Private;z_SUV;0;17.0;Highly Urban/ Urban;30/05/2022;complet;dev_integral;300 - 400€
manager de risques;M;2017;36404434054;VRAI;VRAI;0 - 20K;0 - 0K;Commercial;Pickup;2;1.0;Highly Urban/ Urban;09/04/2022;complet;dev_express;200 - 300€
analyste financier;F;1957;8842018834;FAUX;VRAI;0 - 20K;100 - 200K;Private;Sports Car;5;;Highly Urban/ Urban;15/03/2022;incomplet;dev_integral;300 - 400€
technicien automobile;F;1976;40303093461;FAUX;FAUX;20 - 40K;200 - 300K;Private;Minivan;0;8.0;Highly Urban/ Urban;21/05/2022;complet;dev_premium;300 - 400€
spécialiste de l'accessibilité numérique;M;2015;5249202388;FAUX;VRAI;+ 80K;200 - 300K;Commercial;Pickup;0;10.0;Highly Urban/ Urban;01/01/2022;complet;dev_integral;300 - 400€
responsable approvisionnement;M;1932;49157612153;FAUX;FAUX;+ 80K;200 - 300K;Private;z_SUV;2;15.0;Highly Urban/ Urban;24/02/2022;complet;dev_express;200 - 300€
intégrateur web;F;1996;40208808157;FAUX;FAUX;+ 80K;300 - 400K;Private;Pickup;2;10.0;Highly Urban/ Urban;12/01/2022;complet;dev_integral;300 - 400€
bactériologiste;M;1952;34318837331;VRAI;VRAI;0 - 20K;Inconnu;Private;Sports Car;0;1.0;Highly Urban/ Urban;14/01/2022;complet;dev_integral;300 - 400€
consultant informatique;F;1963;18129233555;FAUX;VRAI;0 - 20K;0 - 100K;Commercial;Pickup;1;7.0;z_Highly Rural/ Rural;02/02/2022;complet;dev_integral;300 - 400€
technicien en lignes haute tension;M;1974;47331960639;FAUX;FAUX;60 - 80K;100 - 200K;Private;Minivan;2;14.0;Highly Urban/ Urban;10/04/2022;complet;dev_integral;300 - 400€
technicien de maintenance industrielle;M;2009;19657005987;FAUX;FAUX;60 - 80K;200 - 300K;Private;z_SUV;4;5.0;Highly Urban/ Urban;28/05/2022;complet;dev_integral;300 - 400€
conseiller d'élevage;M;1988;53139963178;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Minivan;1;1.0;Highly Urban/ Urban;19/05/2022;complet;dev_integral;300 - 400€
comédien;F;1972;16382195765;FAUX;FAUX;60 - 80K;Inconnu;Private;Minivan;0;9.0;Highly Urban/ Urban;05/03/2022;complet;dev_integral;200 - 300€
animateur de bassin versant;M;1953;44924083968;FAUX;FAUX;60 - 80K;100 - 200K;Commercial;Pickup;3;16.0;Highly Urban/ Urban;04/01/2022;complet;dev_express;200 - 300€
sérigraphe;M;1995;40236324872;FAUX;FAUX;40 - 60K;100 - 200K;Commercial;Van;2;9.0;Highly Urban/ Urban;23/04/2022;complet;dev_integral;200 - 300€
géologue;M;1953;185065359;FAUX;FAUX;40 - 60K;100 - 200K;Private;z_SUV;2;16.0;Highly Urban/ Urban;19/01/2022;complet;dev_integral;300 - 400€
responsable de plate-forme biotechnologique;M;1963;17639391542;FAUX;FAUX;40 - 60K;Inconnu;Commercial;Pickup;0;19.0;Highly Urban/ Urban;14/05/2022;complet;dev_integral;200 - 300€
urbaniste;M;1958;20429858079;FAUX;FAUX;40 - 60K;Inconnu;Commercial;Pickup;4;4.0;Highly Urban/ Urban;22/02/2022;complet;dev_integral;300 - 400€
restaurateur d'oeuvres d'art;F;1994;12424584915;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Panel Truck;0;17.0;Highly Urban/ Urban;24/02/2022;complet;dev_integral;300 - 400€
technicien d'intervention clientèle gaz;F;2017;18918666830;FAUX;FAUX;20 - 40K;0 - 0K;Private;z_SUV;8;1.0;Highly Urban/ Urban;14/05/2022;incomplet;dev_premium;400 - 500€
chirurgien;M;1959;31472346577;FAUX;VRAI;Inconnu;300 - 400K;Commercial;Panel Truck;0;12.0;Highly Urban/ Urban;26/05/2022;complet;dev_express;200 - 300€
chef de projet multimédia;F;1982;22884467293;FAUX;VRAI;+ 80K;300 - 400K;Commercial;z_SUV;1;1.0;z_Highly Rural/ Rural;14/01/2022;complet;dev_integral;200 - 300€
soigneur d'animaux;M;1959;31931090339;FAUX;FAUX;60 - 80K;200 - 300K;Private;Minivan;1;16.0;z_Highly Rural/ Rural;06/01/2022;complet;dev_premium;400 - 500€
administrateur réseaux;F;2017;42134622496;VRAI;VRAI;+ 80K;200 - 300K;Private;z_SUV;3;22.0;Highly Urban/ Urban;21/01/2022;complet;dev_integral;200 - 300€
formateur d'adultes;M;1978;1839956359;FAUX;FAUX;+ 80K;400 - 500K;Private;Minivan;2;12.0;Highly Urban/ Urban;12/04/2022;complet;dev_integral;200 - 300€
chargé d'études naturalistes;M;1973;38586962585;FAUX;FAUX;+ 80K;400 - 500K;Private;Minivan;1;15.0;Highly Urban/ Urban;05/01/2022;complet;dev_premium;400 - 500€
clerc d'huissier;M;1960;52146515455;FAUX;FAUX;0 - 20K;100 - 200K;Commercial;Pickup;1;11.0;Highly Urban/ Urban;10/01/2022;complet;dev_integral;300 - 400€
professeur-documentaliste;F;1961;44324984457;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Minivan;0;1.0;z_Highly Rural/ Rural;08/04/2022;complet;dev_premium;300 - 400€
architecte produit industriel;M;1961;36672395416;FAUX;FAUX;+ 80K;200 - 300K;Private;Pickup;3;15.0;Highly Urban/ Urban;30/03/2022;complet;dev_integral;200 - 300€
substitut du procureur;M;1945;51799866737;FAUX;FAUX;60 - 80K;100 - 200K;Commercial;Panel Truck;0;16.0;Highly Urban/ Urban;12/04/2022;complet;dev_express;200 - 300€
chargé d'études en valorisation agricole des déchets;F;1943;52357644772;FAUX;FAUX;60 - 80K;0 - 0K;Private;Minivan;5;8.0;Highly Urban/ Urban;17/01/2022;incomplet;dev_express;200 - 300€
vendeur en animalerie;F;1942;41431059650;FAUX;FAUX;60 - 80K;100 - 200K;Private;Minivan;1;1.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;300 - 400€
psychologue de l'Éducation nationale spécialité éducation, développement et apprentissages;F;1941;34353290794;FAUX;VRAI;0 - 20K;0 - 100K;Private;z_SUV;4;1.0;Highly Urban/ Urban;12/03/2022;complet;dev_integral;300 - 400€
diététicien;M;1959;15912828168;FAUX;FAUX;40 - 60K;0 - 0K;Commercial;Pickup;1;17.0;Highly Urban/ Urban;14/03/2022;complet;dev_integral;200 - 300€
responsable de fabrication en chimie;M;1938;34735400341;FAUX;VRAI;40 - 60K;100 - 200K;Commercial;Van;0;13.0;Highly Urban/ Urban;09/01/2022;complet;dev_integral;300 - 400€
chargé de recherche et développement déchets;M;1968;27517243640;FAUX;FAUX;Inconnu;200 - 300K;Commercial;z_SUV;1;7.0;Highly Urban/ Urban;27/02/2022;complet;dev_express;200 - 300€
conseiller en économie sociale et familiale;F;1954;50957367741;VRAI;VRAI;0 - 20K;0 - 100K;Private;z_SUV;0;10.0;Highly Urban/ Urban;02/02/2022;complet;dev_premium;400 - 500€
directeur de création;M;1954;49197396561;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Sports Car;0;1.0;Highly Urban/ Urban;06/03/2022;complet;dev_express;200 - 300€
technicien paysagiste;F;1961;52543488400;FAUX;FAUX;40 - 60K;0 - 0K;Private;Minivan;2;15.0;Highly Urban/ Urban;23/02/2022;incomplet;dev_premium;400 - 500€
gardien de police municipale;M;1966;28925909232;FAUX;FAUX;40 - 60K;100 - 200K;Private;Minivan;0;12.0;Highly Urban/ Urban;06/01/2022;complet;dev_express;200 - 300€
électromécanicien en remontées mécaniques;F;1987;49872478337;FAUX;FAUX;0 - 20K;100 - 200K;Private;z_SUV;0;9.0;Highly Urban/ Urban;03/04/2022;complet;dev_integral;300 - 400€
chargé d'études naturalistes;F;1963;49698647994;FAUX;VRAI;+ 80K;300 - 400K;Private;Minivan;0;10.0;Highly Urban/ Urban;30/04/2022;complet;dev_integral;200 - 300€
chargé de communication interne;M;1939;34566135949;FAUX;FAUX;+ 80K;200 - 300K;Private;Pickup;0;13.0;Highly Urban/ Urban;19/03/2022;complet;dev_integral;300 - 400€
ingénieur en construction navale;F;1959;36481237009;FAUX;VRAI;+ 80K;Inconnu;Private;Minivan;1;4.0;Highly Urban/ Urban;09/02/2022;incomplet;dev_express;200 - 300€
webdesigner;F;1962;13895071120;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Pickup;0;13.0;Highly Urban/ Urban;21/05/2022;incomplet;dev_integral;300 - 400€
libraire;F;1936;39692008808;FAUX;FAUX;40 - 60K;200 - 300K;Private;Minivan;0;9.0;z_Highly Rural/ Rural;24/01/2022;complet;dev_express;200 - 300€
cordonnier;F;1963;34737244327;FAUX;VRAI;0 - 20K;0 - 0K;Private;Minivan;0;1.0;Highly Urban/ Urban;23/02/2022;complet;dev_integral;300 - 400€
conducteur de machines à papier;M;1961;32069324920;FAUX;VRAI;0 - 20K;0 - 0K;Commercial;Sports Car;7;8.0;Highly Urban/ Urban;17/05/2022;complet;dev_integral;200 - 300€
actuaire;F;1997;51511540699;FAUX;FAUX;Inconnu;100 - 200K;Private;Van;4;1.0;Highly Urban/ Urban;06/03/2022;complet;dev_express;200 - 300€
agent de propreté urbaine;F;2011;25455587819;FAUX;FAUX;0 - 20K;100 - 200K;Private;Pickup;1;1.0;Highly Urban/ Urban;13/03/2022;complet;dev_integral;300 - 400€
responsable de projets culturels;M;2019;18855075450;FAUX;VRAI;Inconnu;0 - 0K;Commercial;z_SUV;0;10.0;Highly Urban/ Urban;10/02/2022;complet;dev_premium;400 - 500€
économètre statisticien;M;1936;39764698224;FAUX;FAUX;+ 80K;Inconnu;Commercial;Van;0;15.0;Highly Urban/ Urban;20/05/2022;incomplet;dev_express;200 - 300€
technicien packaging;F;1957;12594788292;FAUX;FAUX;Inconnu;300 - 400K;Private;z_SUV;0;16.0;Highly Urban/ Urban;16/01/2022;complet;dev_integral;300 - 400€
technicien céramiste;M;1969;28236934136;FAUX;FAUX;20 - 40K;0 - 100K;Commercial;Panel Truck;6;11.0;Highly Urban/ Urban;19/05/2022;complet;dev_express;200 - 300€
commissaire-priseur;M;1950;7137969270;FAUX;VRAI;+ 80K;400 - 500K;Private;z_SUV;2;18.0;Highly Urban/ Urban;18/04/2022;complet;dev_express;200 - 300€
viticulteur;M;1959;23487227105;FAUX;VRAI;0 - 20K;Inconnu;Commercial;z_SUV;2;5.0;z_Highly Rural/ Rural;13/01/2022;complet;dev_integral;300 - 400€
chef de projet sites et sols pollués;M;1973;54096289399;FAUX;FAUX;60 - 80K;Inconnu;Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;28/05/2022;complet;dev_integral;300 - 400€
directeur de magasin à grande surface;F;1977;57962538572;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Panel Truck;0;15.0;Highly Urban/ Urban;28/03/2022;complet;dev_express;200 - 300€
menuisier;F;1943;13788088249;FAUX;VRAI;40 - 60K;0 - 0K;Private;Minivan;1;3.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;300 - 400€
ingénieur du son;M;1963;52539195678;FAUX;VRAI;0 - 20K;0 - 0K;Private;Pickup;0;7.0;Highly Urban/ Urban;10/03/2022;complet;dev_integral;300 - 400€
informaticien industriel industrielle;M;1950;36182248078;FAUX;VRAI;60 - 80K;200 - 300K;Private;z_SUV;4;5.0;z_Highly Rural/ Rural;20/01/2022;complet;dev_express;200 - 300€
gouvernant;F;1964;39379584810;FAUX;FAUX;60 - 80K;100 - 200K;Private;Minivan;0;22.0;Highly Urban/ Urban;09/04/2022;complet;dev_integral;300 - 400€
aide-soignant;M;1994;28168519329;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Pickup;1;21.0;Highly Urban/ Urban;05/03/2022;complet;dev_premium;400 - 500€
soigneur d'animaux;F;1937;38753009943;FAUX;FAUX;20 - 40K;100 - 200K;Private;Pickup;2;7.0;Highly Urban/ Urban;14/04/2022;incomplet;dev_express;200 - 300€
responsable d'élevage agricole;M;2011;6503546223;VRAI;VRAI;+ 80K;200 - 300K;Commercial;Van;0;14.0;Highly Urban/ Urban;09/04/2022;complet;dev_premium;400 - 500€
chef de produit touristique;F;1965;9692956482;VRAI;VRAI;20 - 40K;0 - 0K;Private;Pickup;5;1.0;Highly Urban/ Urban;16/02/2022;complet;dev_integral;200 - 300€
conducteur routier routière;M;1947;2078304854;FAUX;VRAI;0 - 20K;100 - 200K;Commercial;Minivan;6;10.0;Highly Urban/ Urban;06/04/2022;complet;dev_integral;300 - 400€
conservateur du patrimoine;F;1957;40704472054;FAUX;FAUX;+ 80K;0 - 0K;Private;Van;4;11.0;Highly Urban/ Urban;23/03/2022;complet;dev_express;200 - 300€
ingénieur en construction navale;F;1950;50128522171;FAUX;VRAI;20 - 40K;100 - 200K;Private;z_SUV;3;1.0;Highly Urban/ Urban;25/01/2022;complet;dev_express;200 - 300€
garde à cheval;F;2000;50871919929;FAUX;VRAI;0 - 20K;0 - 0K;Commercial;z_SUV;1;7.0;Highly Urban/ Urban;21/01/2022;complet;dev_express;200 - 300€
assistant de service social;M;1955;39472567394;FAUX;VRAI;+ 80K;300 - 400K;Private;Minivan;8;15.0;Highly Urban/ Urban;27/01/2022;complet;dev_integral;300 - 400€
enseignant d'art;M;1956;53708492724;FAUX;FAUX;60 - 80K;200 - 300K;Private;Minivan;0;1.0;Highly Urban/ Urban;03/05/2022;incomplet;dev_integral;300 - 400€
charpentier métallique;M;1947;13284040629;FAUX;VRAI;0 - 20K;0 - 0K;Commercial;z_SUV;9;1.0;Highly Urban/ Urban;22/04/2022;complet;dev_integral;300 - 400€
conseiller espace info-énergie;M;1956;13829757530;FAUX;FAUX;+ 80K;300 - 400K;Private;z_SUV;0;17.0;Highly Urban/ Urban;13/03/2022;complet;dev_express;200 - 300€
responsable e-CRM;F;1963;21887727842;FAUX;FAUX;+ 80K;400 - 500K;Commercial;Van;4;8.0;Highly Urban/ Urban;15/01/2022;complet;dev_premium;300 - 400€
acheteur;F;2022;16428717206;FAUX;FAUX;Inconnu;200 - 300K;Private;Minivan;3;15.0;Highly Urban/ Urban;24/02/2022;complet;dev_express;200 - 300€
régisseur général générale cinéma;F;1965;3275925676;FAUX;FAUX;+ 80K;300 - 400K;Private;Minivan;0;1.0;Highly Urban/ Urban;27/03/2022;complet;dev_integral;300 - 400€
salesman;M;1962;37637736601;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Van;0;10.0;Highly Urban/ Urban;02/04/2022;complet;dev_express;200 - 300€
chef d'exploitation des remontées mécaniques;F;2001;40632977329;FAUX;FAUX;20 - 40K;0 - 0K;Private;Minivan;1;1.0;Highly Urban/ Urban;18/02/2022;complet;dev_integral;200 - 300€
gérant de portefeuille;M;1945;57058669546;VRAI;VRAI;60 - 80K;0 - 0K;Private;z_SUV;2;7.0;Highly Urban/ Urban;17/04/2022;complet;dev_integral;200 - 300€
moniteur d'activités équestres;F;1983;5152773850;FAUX;FAUX;20 - 40K;0 - 0K;Commercial;Pickup;3;;z_Highly Rural/ Rural;20/05/2022;complet;dev_express;200 - 300€
pisteur secouriste;F;2009;23695863672;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;29/01/2022;complet;dev_integral;300 - 400€
charpentier métallique;M;1981;55142092778;FAUX;FAUX;Inconnu;Inconnu;Private;z_SUV;3;7.0;Highly Urban/ Urban;01/05/2022;complet;dev_express;200 - 300€
chercheur en chimie;M;2006;4481771688;FAUX;FAUX;0 - 20K;0 - 100K;Private;z_SUV;4;1.0;Highly Urban/ Urban;02/05/2022;complet;dev_premium;400 - 500€
militaire technicien de l'air (MTA);F;1961;50335689815;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Van;4;17.0;Highly Urban/ Urban;22/04/2022;complet;dev_express;200 - 300€
guide-conférencier;M;1956;52317207234;FAUX;FAUX;60 - 80K;200 - 300K;Private;z_SUV;7;18.0;Highly Urban/ Urban;24/01/2022;complet;dev_integral;200 - 300€
responsable assurance qualité;M;2007;13480541427;FAUX;FAUX;+ 80K;400 - 500K;Private;Pickup;0;9.0;Highly Urban/ Urban;23/02/2022;complet;dev_premium;+ 500€
